symbol,direction,entry_time,exit_time,entry_price,exit_price,bars_held,hours_held,size_pct_nav,notional,pnl_price,pnl_funding,cost_total,net_pnl,gross_pnl,return_pct,exit_reason
ETHUSDT,1,2023-03-22 16:00:00+00:00,2023-03-23 16:00:00+00:00,108709.0613375189,106122.2225209298,3,24.0,0.020000280003920054,20000.0,-479.01116637115507,-4.652984031568483,28.0,-511.6641504027236,-483.6641504027236,-0.025583207520136177,atr_stop
ETHUSDT,1,2023-04-20 00:00:00+00:00,2023-04-20 16:00:00+00:00,111707.21479809743,112478.51934145589,2,16.0,0.020000280003920057,19989.766716991948,139.80269624374907,-4.370578656703178,27.985673403788727,107.44644418325717,135.4321175870459,0.005375072441036754,z_revert
ETHUSDT,1,2023-04-22 16:00:00+00:00,2023-04-24 08:00:00+00:00,115194.3164682311,113165.94039235069,5,40.0,0.020000280003920054,19991.91564587561,-351.5096761043051,-35.29721479208897,27.988681904225857,-414.79557280061994,-386.80689089639407,-0.02074816541586366,z_revert
ETHUSDT,1,2023-04-28 16:00:00+00:00,2023-04-30 16:00:00+00:00,114232.58305350068,112310.38960123145,6,48.0,0.020000280003920054,19983.619734419597,-329.4881625758676,14.00410399280103,27.977067628187434,-343.461126211254,-315.48405858306654,-0.017187132800554637,time_stop
ETHUSDT,1,2023-05-07 16:00:00+00:00,2023-05-09 16:00:00+00:00,103994.35065218674,109394.9549024103,6,48.0,0.020000280003920057,19976.75051189537,1020.0791048114152,51.153895770803175,27.96745071665352,1043.265549865565,1071.2330005822184,0.05222398654097128,time_stop
ETHUSDT,1,2023-05-09 16:00:00+00:00,2023-05-11 16:00:00+00:00,109394.9549024103,106034.71411253442,6,48.0,0.020000280003920057,19997.61582289268,-621.2224682368735,40.10538713820962,27.99666215204975,-609.1137432507137,-581.1170810986639,-0.03045931818299151,atr_stop
ETHUSDT,1,2023-05-14 00:00:00+00:00,2023-05-14 16:00:00+00:00,102264.70951462787,103085.96984335594,2,16.0,0.020000280003920057,19985.433548027668,160.20723846310563,-2.985621362505892,27.979606967238734,129.242010133361,157.22161710059973,0.006466810430845804,z_revert
ETHUSDT,1,2023-05-18 08:00:00+00:00,2023-05-19 08:00:00+00:00,104446.21568248724,101262.03160739165,3,24.0,0.020000280003920054,19988.018388230335,-612.8452080965246,48.56196752000756,27.983225743522468,-592.2664663200395,-564.2832405765171,-0.029631074717681234,atr_stop
ETHUSDT,1,2023-05-19 08:00:00+00:00,2023-05-21 08:00:00+00:00,101262.03160739165,100786.47886780684,6,48.0,0.020000280003920057,19976.173058903936,-89.02772320798063,68.81581404286483,27.96664228246551,-48.17855144758131,-20.2119091651158,-0.0024118008642354445,time_stop
ETHUSDT,1,2023-06-22 16:00:00+00:00,2023-06-24 16:00:00+00:00,90105.6718165105,89459.98183651257,6,48.0,0.020000280003920054,19975.209487874985,-140.7067132896048,57.50555220092358,27.96529328302498,-111.16645437170621,-83.20116108868123,-0.0055652209524603286,time_stop
ETHUSDT,1,2023-07-21 08:00:00+00:00,2023-07-23 08:00:00+00:00,89661.54750529662,89236.29018291962,6,48.0,0.020000280003920054,19972.98615878755,-88.82438573034972,165.79076605320355,27.96218062230257,49.00419970055127,76.96638032285384,0.0024535239403343204,time_stop
ETHUSDT,1,2023-07-27 08:00:00+00:00,2023-07-28 16:00:00+00:00,87856.34152908725,86600.245403595,4,32.0,0.020000280003920057,19973.96624278156,-284.39995462327613,11.729639372334049,27.963552739894183,-300.6338679908362,-272.67031525094205,-0.015051285475136067,z_revert
ETHUSDT,1,2023-08-16 16:00:00+00:00,2023-08-17 16:00:00+00:00,83596.37775170703,84362.2335841978,3,24.0,0.020000280003920054,19967.95356542174,182.8539164820765,33.284556268751665,27.955134991590434,188.18333775923773,216.13847275082816,0.009424267596711187,z_revert
